! name platform 1.2 m 0.67
55ele1  -1.8   -6.2354
55ele2   0.0   -6.2354
55ele3   1.8   -6.2354
55ele4  -4.5   -4.6764
37ele5  -2.7   -4.6764
31ele6  -0.9   -4.6764
31ele7   0.9   -4.6764
37ele8   2.7   -4.6764
55ele9   4.5   -4.6764
55ele10  -5.4  -3.1176
31ele11  -3.6   -3.1176
19ele12  -1.8   -3.1176
13ele13   0.0   -3.1176
19ele14   1.8   -3.1176
31ele15   3.6   -3.1176
55ele16   5.4   -3.1176
55ele17  -6.3  -1.5588
31ele18  -4.5  -1.5588
13ele19  -2.7   -1.5588
7ele20	-0.9   -1.5588
7ele21   0.9   -1.5588
13ele22  2.7   -1.5588
31ele23  4.5   -1.5588
55ele24  6.3   -1.5588
37ele25  -5.4    0.0
19ele26  -3.6    0.0
7ele27   -1.8    0.0
7ele28   0.0    0.0
7ele29   1.8    0.0
19ele30  3.6    0.0
37ele31  5.4    0.0
55ele32 -6.3    1.5588
31ele33 -4.5    1.5588
13ele34 -2.7    1.5588
7ele35  -0.9    1.5588
7ele36   0.9    1.5588
13ele37  2.7    1.5588
31ele38  4.5    1.5588
55ele39  6.3    1.5588
55ele40 -5.4    3.1176
31ele41 -3.6    3.1176
19ele42 -1.8    3.1176
13ele43  0.0    3.1176
19ele44  1.8    3.1176
31ele45  3.6    3.1176
55ele46  5.4    3.1176
55ele47 -4.5    4.6764
37ele48 -2.7    4.6764
31ele49 -0.9    4.6764
31ele50  0.9    4.6764
37ele51  2.7    4.6764
55ele52  4.5    4.6764
55ele53 -1.8    6.2354
55ele54  0.0    6.2354
55ele55  1.8    6.2354
