! name platform 1.2 m 0.67
91ele1  -4.5   -7.7942
85ele2  -2.7   -7.7942
85ele3  -0.9   -7.7942
85ele4   0.9   -7.7942
85ele5   2.7   -7.7942
95ele6   4.5   -7.7942
85ele7  -5.4   -6.2354
61ele8  -3.6   -6.2354
55ele9  -1.8   -6.2354
55ele10  0.0   -6.2354
55ele11  1.8   -6.2354
61ele12  3.6   -6.2354
61ele13  5.4   -6.2354
61ele14 -6.3   -4.6764
55ele15  -4.5   -4.6764
37ele16  -2.7   -4.6764
31ele17  -0.9   -4.6764
31ele18   0.9   -4.6764
37ele19  2.7   -4.6764
55ele20  4.5   -4.6764
85ele21  6.3   -4.6764
85ele22  -7.2  -3.1176
55ele23  -5.4  -3.1176
31ele24  -3.6   -3.1176
19ele25  -1.8   -3.1176
13ele26   0.0   -3.1176
19ele27   1.8   -3.1176
31ele28   3.6   -3.1176
55ele29   5.4   -3.1176
85ele30   7.2   -3.1176
85ele31  -8.1  -1.5588
55ele32  -6.3  -1.5588
31ele33  -4.5  -1.5588
13ele34  -2.7   -1.5588
7ele35	-0.9   -1.5588
7ele36   0.9   -1.5588
13ele37  2.7   -1.5588
31ele38  4.5   -1.5588
55ele39  6.3   -1.5588
85ele40  8.1   -1.5588
91ele41  -9.0    0.0
61ele42  -7.2    0.0
37ele43  -5.4    0.0
19ele44  -3.6    0.0
7ele45   -1.8    0.0
7ele46   0.0    0.0
7ele47   1.8    0.0
19ele48  3.6    0.0
37ele49  5.4    0.0
61ele50  7.2    0.0
91ele51  9.0    0.0
85ele52 -8.1    1.5588
55ele53 -6.3    1.5588
31ele54 -4.5    1.5588
13ele55 -2.7    1.5588
7ele56  -0.9    1.5588
7ele57   0.9    1.5588
13ele58  2.7    1.5588
31ele59  4.5    1.5588
55ele60  6.3    1.5588
85ele61  8.1    1.5588
85ele62 -7.2    3.1176
55ele63 -5.4    3.1176
31ele64 -3.6    3.1176
19ele65 -1.8    3.1176
13ele66  0.0    3.1176
19ele67  1.8    3.1176
31ele68  3.6    3.1176
55ele69  5.4    3.1176
85ele70  7.2    3.1176
85ele71 -6.3    4.6764
55ele72 -4.5    4.6764
37ele73 -2.7    4.6764
31ele74 -0.9    4.6764
31ele75  0.9    4.6764
37ele76  2.7    4.6764
55ele77  4.5    4.6764
85ele78  6.3    4.6764
85ele79 -5.4    6.2354
61ele80 -3.6    6.2354
55ele81 -1.8    6.2354
55ele82  0.0    6.2354
55ele83  1.8    6.2354
61ele84  3.6    6.2354
85ele85  5.4    6.2354
91ele86 -4.5    7.7942
85ele87 -2.7    7.7942
85ele88 -0.9    7.7942
85ele89  0.9    7.7942
85ele90  2.7    7.7942
91ele91  4.5    7.7942
