! name platform 1.2 m 0.67
31ele1  -0.9   -4.6764
31ele2   0.9   -4.6764
31ele3  -3.6   -3.1176
19ele4  -1.8   -3.1176
13ele5   0.0   -3.1176
19ele6   1.8   -3.1176
31ele7   3.6   -3.1176
31ele8   -4.5  -1.5588
13ele9  -2.7   -1.5588
7ele10	-0.9   -1.5588
7ele11   0.9   -1.5588
13ele12  2.7   -1.5588
31ele13  4.5   -1.5588
19ele14  -3.6    0.0
7ele15   -1.8    0.0
7ele16   0.0    0.0
7ele17   1.8    0.0
19ele18  3.6    0.0
31ele19 -4.5    1.5588
13ele20 -2.7    1.5588
7ele21  -0.9    1.5588
7ele22   0.9    1.5588
13ele23  2.7    1.5588
31ele24  4.5    1.5588
31ele25 -3.6    3.1176
19ele26 -1.8    3.1176
13ele27  0.0    3.1176
19ele28  1.8    3.1176
31ele29  3.6    3.1176
31ele30 -0.9    4.6764
31ele31  0.9    4.6764 
