! name platform 1.2 m 0.67
37ele1  -2.7   -4.6764
31ele2  -0.9   -4.6764
31ele3   0.9   -4.6764
37ele4   2.7   -4.6764
31ele5  -3.6    -3.1176
19ele6  -1.8   -3.1176
13ele7   0.0   -3.1176
19ele8   1.8   -3.1176
31ele9   3.6    -3.1176
31ele10  -4.5  -1.5588
13ele11  -2.7   -1.5588
7ele12	-0.9   -1.5588
7ele13   0.9   -1.5588
13ele14  2.7   -1.5588
31ele15  4.5   -1.5588
37ele16  -5.4    0.0
19ele17  -3.6    0.0
7ele18   -1.8    0.0
7ele19   0.0    0.0
7ele20   1.8    0.0
19ele21  3.6    0.0
37ele22  5.4    0.0
31ele23 -4.5    1.5588
13ele24 -2.7    1.5588
7ele25  -0.9    1.5588
7ele26   0.9    1.5588
13ele27  2.7    1.5588
31ele28  4.5    1.5588
31ele29 -3.6    3.1176
19ele30 -1.8    3.1176
13ele31  0.0    3.1176
19ele32  1.8    3.1176
31ele33  3.6    3.1176
37ele34 -2.7    4.6764
31ele35 -0.9    4.6764
31ele36  0.9    4.6764
37ele37  2.7    4.6764
